rating,review
4,man ive been looking forward to season of reacher for soooo long and im absolutely shocked at how bad it is i dont remember alan ritchson being so wooden in season thought he was the perfect fit for the role so what went wrong the other special investigators dont bring anything good to the table in season absolutely no chemistry between any of them it kind of reminds me of the later reacher books not a patch on the earlier stuff ive watched the first episodes of season really hoping that it comes good but if anything the episodes are getting worse and i have absolutely no intention of watching any more what a shame
4,when you see expert critics pushing you something like the eighth wonder of the world beware where to start this show is simply an artistic fart no story no structured characters and plot boring af dialogues terrible acting i wish i could give this garbage a
4,i was so excited for season to come out the cast walter goggins parker posey michelle monaghan so far everyone is outstanding i was hesitant to get on board with schwarzenegger but what a standout he is he is so creepy and cringy in this you totally forget he is technically hollywood royalty this young mans performance is noteworthy you literally forget who he is hes that good in this the writing is what weve come to love and expect with this series its dark comedy at its finest you find yourself thinking they are not going there and the writers take you straight there love this season
4,where better to do it than in a hotel or a resort so this is not your immediately simply funny type of show but it asks to use your wits as uncovering todays americas classes is being done in a very smart way youve got your guests that pretend to be not just guests but rather kin on visit and you got your staff who are acting as this wasnt a hotel but a seaside family reunion and step by step whole mess is bound
4,this show has been frustrating me in so many ways twl doesnt know what it wants to be is it meant to be a satire if so it fails on that account because it bounces between so many different themes that it doesnt successfully satire any one of them is it meant to be a gripping drama if so it fails because we have no centralized character with which to orientate ourselves in order to relate to the drama is it meant to be titillating if so it fails because i can see more flesh on a carved christmas turkey than in this show social commentary nope the core cast are a bunch of rich white people which in and of itself does not constitute commentary substance abuse depression mental illness homophobia generation gap all of them are alluded to but none of them have been sufficiently developed to make a show thats even remotely engaging and sensical towards the subjects it seems to want to talk about im half way through binging the entirety of the run and i dont care about anybody the only two characters i dont overly hate are belinda and quinn because theyre both so underdeveloped as to be the least abhorrent of the lot trying to find a decipherable meaning to any of the events in this show is akin to reading a faulkner novel way too difficult for the amount of energy you have to invest in the process i hate this show
4,what s wrong with the colorgrader was he blind truly cant concentrate on anything with the oranges popping up like a sun
4,brilliantly fresh funny and dark jam packed full of emotions exquisitely portrayed by some of the best actors around soundtrack was on point it was our favourite time of the week when we sat down to devour this show only wish there was more
4,im totally baffled by these reviews this is literally everything i want in a drama interesting flawed characters with depth great acting awesome music we had no idea where the story was going and binged watched to find out superb totally unique not seen anything like this before and it makes me want to go on holiday
4,i saw a friend posting about the white lotus so i thought why not give it a try since im getting back into watching shows my first impression of it bland i couldnt stand any of the characters and for some reason this show irked me watched the first episode in october and then decided to abandon it a few days ago i read the news about it being renewed for a second season and heres the catch aubrey plaza will be in it so i thought i cannot miss this ill just get through season whatever so that ill understand season upon resuming season i also stayed for the behind the scene commentary about the show by the cast and also director mike white who i think is a genius it dawned upon me why i just felt uncomfortable with the characters they are mainly rich people who are on holiday in hawaii not only do they bring their luggage but also their rich people problems rich people problems that ohmygod can be easily resolved without having to make a big deal out of it they seemed very out of touch with reality outside of their own world and it is annoying if theres rich people then there will definitely be a discussion about class the white lotus presents that through the native hawaiians and the resort employees there is no protagonist or antagonist and believe me youll be confused on who to side with also shoutout to the casting team they really nailed it especially with shane jfc that guy has a punchable face also he sorta looks like andy bernard from the office just me this is my first show review so i apologize if its a hatchet job but moral of the story this is why im not too keen on vacationing especially with family
4,the first seasons of the white lotus had such a good flow to them the pace of each episode was right on point and the characters were likeable and relatable ive watched episodes of this new season and am really not feeling it its just off the storyline boring af and unlikeable characters i was hoping that by the second episode the story and plot would pick up somewhat but yet nothing the characters just dont do it for me and nothing shocking or dramatic has developed so far this total change of pace for season might work against the show im about ready to give up on this show if it doesnt pick up i will be rewatching the first seasons and skip this mess of a third season
4,oddly entertaining found myself wondering why i continued watching and then i remembered oh yea alexandria dadarrio damn you will want to absolutely hate the teenage girls some of the most unloveable characters i have ever watched weirdly entertaining thats all i can say and not what i would call a satisfying ending though
4,what a winning series what makes the white lotus work so well is its very simple pace highlighted by clear storytelling that effortlessly navigates through at least seven subplots the characters are mostly all villainous yet you find yourself rooting for all of them in some way yes even including that moment when shane lets out his evil laugh such is the brilliance of mike white who wrote and directed all episodes apparently cooking up this whole production in only a year and the casting is superb each actor delivers we get treated to an emmyworthy performance by murray bartlett plus molly shannons ultimate portrayal of a karen there may be true cringeworthy dialogue when characters verge on selfrighteous speeches but most are redeemed when that talk only becomes the buildup for a wicked punch line the white lotus is a great resort to enjoy that is from the comfort of your couch as you vicariously and voyeuristically observe the painful mishaps of the superrich and their awkward interactions with regular people like you and me
4,one of my favorite shows ever i absolutely love the writing acting and character developmenteverything feels so intentional layered and sharp the dialogue is smart and darkly funny the performances are incredible across the board and every character is flawed in such a compelling way its one of those shows where you keep thinking about the dynamics long after it ends easily one of the best series ive watched in recent years the cast is phenomenal every performance feels intentional even the most absurd characters have depth and the way the tension builds even in the most mundane settings is genius you end up loving and hating people at the same time which is exactly what makes it so addictive
4,i will keep this brief season two returned with the beautiful scenery music and obnoxiously wealthy characters that were enjoyed in season season might be even better however the finale was very sad it was well done but without spoiling it one character has become the soul of the show they are so enjoyable to watch in this so i am finding myself hoping they have another appearance one of the next two seasons should be a prequel i hear the next season could be in asia i think the concept of this series is brilliant and i can seriously see all seven continents playing a role before it ends yes i said imagine a luxury cruise to anarctica where everyone is in a more confined space going stir crazy
4,i loved the first two seasons but then before starting season three i came on here to read some of the reviews big mistake i know i almost didnt watch season three because of all the negative reviews i read but im glad i did every season is unique completely different from the others with the exception of a single story arc which carries over from the previous ones season three was completely different from the first two yes but it had its own unique set of themes it touched on deep and complex topics such as revenge redemption nonviolence the karmic cycle the importance of family and friendship moral conflict acceptance and much more the backdrop of not only thailand but a wellness center adjacent to a buddhist monastery and retreat was central to each and every characters story arc there were some truly beautiful messages from buddhismeastern philosophy embedded throughout the show at first i didnt like many of the characters but by the end almost all of them had grown on me most were unbearable at the beginning though through their strife showed small glimpses of hope towards the end hope of becoming a better person of course we dont know what will happen to them as is the nature of this show we likely will not see any of them again except perhaps one who will continue a story arc across one or more future seasons we are simply left with knowing that even rich spoiled entitled americans visiting a fancy resort may be impacted positively through messages of wisdom that they are exposed to and that is the true brilliance of this season we all have blind spots in our own way each and every one of us holds some of the worst characteristics displayed in this brilliant show maybe we are not as rich or entitled as they are but it is all relative we are richer and more entitled than most people around the world and we arent viewed as differently as the people in this show as you may think they are us they represent our worst qualities as first world citizens yet there is hope for us under the right circumstances when presented messages of truth and wisdom all of us have the potential to ascend to a higher state of consciousness if only for a brief moment in time though perhaps with enough intention and effort we may even stay there
4,at first i was honestly quite skeptical about whether the show would be any good but the first episode caught me off guard in the best way the second episode was even better and each one after that continued to surprise me when i finished season i assumed season might stumble like so many other shows do however aside from portias character everything about season was sharp and wellexecuted then came season which is an absolute masterpiece and easily one of the best seasons of television i have ever seen the entire show feels like reading through the works of honoré de balzac each season connects to the last in a surprisingly realistic and thoughtful way without being a direct continuation i genuinely cannot think of a better show i have watched in recent memory
4,can kelly reilly get any better she is the best badass to ever hit the screen emmy emmy emmy for the entire cast and the show step aside ladiesthere is a new leader in the game of tough cersei was strong but beth outmaneuvers by a long shot hooray for the writers in making such a great character bravo may yellowstone run for many seasons
4,first of all im really impressed someone decided to give the reacher franchise a third chance specially after the first great movie and the notsogood sequel the casting is superb alan ritchson is quite intimidating although a bit much of a bodybuilder for a hobo that has no consistent training and quite likeable the season as a whole is a great adaptation of the book it represents with lots of added little moments of backstory for character developmentunderstanding not present in the original killing floor story and immaculate execution i hope this becomes a thing there are more than books so more seasons would be a dream come true i quite enjoyed the ride mystery and murders and would easily recommend this to anyone
4,i liked season one the main character was true to the books story was good and supporting characters wellplayed and believable well at least believable enough season two however is a mediocre affair somehow ritchsons acting seems far worse than in the first probably due to a lazy script the reacher from the books and the first season is a smart investigator but in this season they have managed to make him into a dumb terminatortype killing machine the other characters are onedimentional and boring cliches the lonewulf unbribable cop the brave fearless soldiers the evil corrupt excops and the superintelligent mastervillain complete with a britsh accent of course i am surprised they didnt hire joe pesci as the comical alibi the toughguy dialogue is forced and sometimes unintentionally comical and the script is full of holes big enough to drive a van through there are plenty of action scenes all of them ending with reacher and his team remaining more or less unharmed while the bad guys mostly all die the main villain never seems to get the point but keeps sending shooters seemingly trained by star wars troopers and professional killers that easily gets beaten in fist fights by reachers kg love interestaccountant and the great investigating team never seems to consider keeping some of them alive long enough to use the in the investigation if someone can be bothered to count the kills in this season it will probably exceed a minor war by the time i got to the final episode i had lost all interest in the story not a good sign for season one for season two
4,the male characters are all complete goofballlosers the female characters are all super witty good looking and wise sydneys character is the most advanced high school sophomore in history but the show is still entertaining i have actually been to that four seasons and there are more than people on the staff
4,hbo has once again done it and produced a limited hit series this time the white lotus from mike whiteenlightened and you can best sum this up as a dark comedy and journey type drama a spin and showcase of the well to do as it shows that all of the characters live far from perfect lives and each have skeletons in the closet and personal ego issues set in hawaiis fancy resort called the white lotus the series is a dark tour guide each week of privileged guest each week characters discover things about each other and even find out things they didnt know about themselves resort manager armondmurray bartlett shines as closeted politician like business man who does his best to keep guest happy and the mossbachers nicoleconnie britton and husband marksteve zahn are the conflicted yet nice queen and kings of the resort who let drama and past things form a cloud over them hey its just tough for the couple to win sometimes as they deal with their stubborn teenage daughter and lonely lost son who also have to deal with olivias determined friend paula and each are hard party type girls who love reading by the pool in other wild card moments and subplots jennifer coolidges tanya whos lost mom gets only relieve from a spa friend named belinda and its nice to watch the power struggle of the young sexy newly married couple shanejake lacy and rachelalexandra daddario as nothing in their new marriage or honeymoon seems to go as planned really an interesting and entertaining watch of characters as each episode twist with dark humor and light suspense surprises proving that so many are just raw souls with flaws
4,the visuals captured my initial attention thailand location with lush green beauty is awesome i assume it was filmed in thailand the crisp nature shots and beach scenes hotel pool and gardens were beautiful imagination story lines and character selection outstanding very thrilling whoever selected these actors fit them perfectly into the story roles beware there are a few seedy scenes but not as filthy as the first and second seasons otherwise the rating would be a this took a lot of creative imagination to weave together these stories interesting i just read the directors love relationship broke up from the stress of making this season episode brought tears to my eyes sad youll see
4,the first season of the last of us is a masterpiece of postapocalyptic storytelling that will leave you wanting more there is hardly anything to complain about except for maybe the slight absence of the infected however this is a minor quibble when you consider the fantastic adaptation of the game which seamlessly blends game elements with original ideas stories and the history of the characters one of the most impressive aspects of the show for me is its stunning cinematography which beautifully captures the desolate haunting world of the postapocalypse the costumes and makeup are also noteworthy adding a layer of realism to the show that truly immerses you in this dystopian landscape but what truly makes the last of us so remarkable in my personal opinion is its cast of characters brought to life by a talented ensemble of actors in particular the relationship between joel and ellie is a standout with the two characters forming an unlikely bond that is both heartwarming and heartwrenching joel a stubborn and gruff survivor becomes the reluctant protector of ellie a young girl and he is willing to sacrifice the whole world for her despite the absence of the infected the last of us is a series that deserves ten stars decided to subtract a star because of the infected the other aspects of the show including its exceptional writing outstanding acting and captivating cinematography more than make up for any minor flaws if youre a fan of postapocalyptic fiction or just great storytelling in general the last of us is a mustwatch get ready to be transported to a world unlike any other where survival is the ultimate goal and the only thing that matters is the bond between those who are left
4,as corny as they come but absolutely perfect entertainment its almost a pantomime with cartoon like baddies ballsy damsels in distress and the hunky handsome prince tongue in cheek great set pieces perfect dialogue more please
4,finally a reacher film that matches the reacher we know from the books this series was very nicely paced and action packed great to watch more please
4,having read the books and trying to visualize jack reacher hes finally come to life in the series tom cruise was never jack reacher and alan ritchson is just great hes super fast his fight response is spot on and brutal just like the books his quips made me laugh out loud i cant wait for more book adaptions this is great stuff
4,quite enjoyed the first three episodes then it just seems to run out of steam with nothing really happening i have got to episode now and can barely bother to stay awake
4,in my opinion kevin costner has done it againproved what an excellent actor he is this character is undeniably a ruffian and a mans man that wont take any bull but there is that love for his land and heritage with an undercurrent of familial love that makes him compelling the entire cast on this show has done a good job of portraying a family that has suffered tragedy and doesnt completely understand what it is their father is trying to accomplish the patriarch is hardnosed and expects unwavering loyalty and unquestioned obedience in fact all of the power people in this show have an agenda that i could be sympathetic to but they have ulterior motives that are definitely not admirable some the ranch hands are more loyal to the patriarch than the offspring probably because of the second chance theyve been given rather than being born to the life all in all this series has drama intrigue and suspense with some hearttouching emotions blended in it does have pretty graphic language and some nudity so i wouldnt recommend it for young children but if you like the idea of modernday westerns and toughasnails cowboys this is your show as for me i can not wait for season two
4,i cant say enough about how i loved this show my only regret is that the story is completed and they cant make any more episodes i actually wish that tony gilroy could shoot more footage and reedit rogue one into a episode series for season the whole cast is brilliant characters are complex and nuanced there is humor but not silliness at times it is dark and violent but it also resonates with hope i am so thankful for the cast and crew who made this it is my favorite star wars content since the original trilogy if you havent watched it please please do my hope is that fans of star wars will support this rare gem to reward disney for making something truly special
4,first of all id like to make it clear that im writing this review having only watched the episode and never having played the game or researched anything about it the first episode had everything we can expect from an introduction of a new series it was intense exciting it held our attention at every minute creating a hostile atmosphere even in the most ordinary scenes the construction of the postapocalyptic world was done perfectly showing us the origin of the end and leaving us looking forward to what will come after the next episodes have everything to be even better well done
4,the last of us the highlyanticipated hbo series based on the critically acclaimed video game of the same name does not disappoint the show expertly adapts the games powerful storytelling and characters for the small screen delivering a tense and emotionally charged journey through a postapocalyptic world ravaged by a deadly fungus one of the shows greatest strengths is its commitment to character development and emotional depth pedro pascal and bella ramsey give powerful performances as joel and ellie respectively and the script does a masterful job of exploring the complex bond that forms between them as they navigate the dangers of a fallen society the series also manages to expand on the games already rich worldbuilding delving deeper into the politics and power struggles of the remaining human settlements the direction and production design are also topnotch with the series effectively capturing the gritty desperate feel of a world on the brink of collapse the cinematography and score also deserve special mention adding to the overall atmosphere of the show and amplifying the emotional impact of key scenes overall the last of us is a mustwatch for fans of the game and newcomers alike the series manages to stay true to the source material while also standing on its own as a masterful piece of storytelling its a harrowing but ultimately hopeful tale of survival and humanity in the face of unimaginable horror it is the storytelling powerful performances and the depressing atmosphere that really resonated with me and sets it apart as an enjoyable watch
4,this series is the best adaptation of a video game or series based on a video game plot is great acting is great visually stunning and top notch cast anything pedro pascal is in is streaming gold hes the hollywood golden goose rest of the cast is just as good nick offerman is a real surprise in his role havent seen him play anything like this before bella ramsey is just about as perfectly cast as pascal and the chemistry between them is near perfect anna torv is great as usual as well there is just enough environmental landscape combined with the creatures to give you that creepy feeling the video game accomplished the clickers are just spot on some good comedic relief at times between pascal and ramsey to break up the horror of their situation cant praise this series enough but ill try it has everything an excellent tv series should have great plot cast cinematography chemistry pace and very entertaining
4,the last of us is my favourite game of all time so obviously i was highly anticipating this series and oh my god was it worth the wait the way all the actors portray the characters in their own way is incredible im in love with them all already the setting cinematography sound design is all incredible too i was blown away the way they created tension in the prologue was amazing and i felt myself tensing up even though i know the story inside out i think this adaptation will be incredible and truly will break the video game adaptation curse i cant wait to see what they change add in and keep loyal to the game absolutely incredible i love you tlou
4,it was oddly funny and kinda offbeat there were a couple of scenes that definitely had me feeling uncomfortable while watching it it was sorta sad too my fav male character the hotel manager my fav female character the trophy wife
4,this is like watching a train wreck in slow motion amazing it took two episodes to really start rolling but by the third the guests were starting to unravel for those who love quirky satire and has elements of english farce
4,this show is outstanding seasons please i love the characters and the storyline i hope that the next season will be just as exciting kevin costner cole hauser and the rest of the cast are phenomenal
4,has a better script writer than this collosal waste of time there are real cowboys on her show who dont need to curse beat up or kill someone every episode to keep an audience personally i think they have better cameramen my uncles were old time cowboys they didnt act like this bunch of yahoos really unbelievable crap
4,this is a neowestern show that kind of speaks to the deepest instincts of men how awesome how manly how freeing and at the same time adventureous the modern cowboy lifestyle can be kevin costner is fantastic so is most of the cast rip kayce even jamie are perfect in their roles from being loyal to the family to questioning all that this family stands for so whats the downside well for me its beth or her actress she is unbearable and the acting is overthetop every single second everything she does everything she says every movement gesture and even only a look of her is always sooo theatrical so unnecessarily dramatic its pure cringe a lot of the time same goes for her behaviour towards jamie already by season its extremely annoying and having it explained later doesnt make a difference so its easily a or but thanks the to role of beth its an
4,great actinggrest cinematography imagine the sopranos on a ranch
4,i first noticed the actor al ritch the american arnold on the show titans hank then boom i knew i discovered an usual talent with a sense of humor like no other reacher is top notch and i would like to thank the producer for allowing malcom goodwin and willa fitzgerald to really shine the only critic that i have is that prime did not have a couple more episodes this show was too good all the fighting scenes were well choreographed and the dialogue was spot on with a humorous lines that made even in the thick of the action however i felt robbed a bit on the victims kills i wanted more clarification on the older brothers passing the full scene hank you are now the new commando big fella keep up the good work buddy this was the best tv show i have seen thus far in good lord
4,it was an adrenalin rush with the first season of reacher cant complain at all with how the episodes seem to reach the very end so quickly it was so promising and im guessing everyone was looking forward to another brandnew season season is an absolute nightmare im still on episode and its bad on so many levels reacher is stiff fight scenes are ridiculous conversations are so boring and fake just bad acting overall no matter if it is the heroes or the bad guys even the makeup artist or whoever who did the blood splatter on bodies couldnt do a proper job im not sure if this is a low budget issue or how it came to this but im pretty sure that lee child would have been so disappointed after seeing the opening episode on season so unlike the books
4,having watched s and s and basically enjoyed them i must say that season is my favourite it has beautiful scenery amazing music and sound impeccable acting across the board and a captivating storyline or rather several captivating storylines intermingling with that said i dont love every minute but different people have different tastes and i think this series has something for most adult viewers something im grateful for is that there isnt any forced diversity or any major political pushes tempo is rather slow but still captivating the story goes from depth to depth and as a viewer you get to think about what you would do while watching the pieces fall as they do if you dont like it okay maybe its not for you but you cant deny that this is a masterpiece
4,the white lotus season before you get looped into this the same way that i was i must warn you that despite how the show starts this is not some sort of agatha christie murder mystery in fact this is a series about a group of highly unlikeable characters delivering the most cringeworthy dialogue that i have seen on tv i loathed every single one of them and yet i found myself watching episode after episode despite its unbearable nature the show was never boring and i was curious to see what would happen next because it looked good and that devilishly hypnotic soundtrack kept me coming back the white lotus is about a bunch of people who go to a high end hawaiian hotel for a vacation they dont know each other and dont care to know each other because of who they are nearly everyone is a piece of work whether you take the obnoxiously ungrateful children or the incompetent hotel staff the dialogue made me roll my eyes so much that i had to wind them back up in the opposite direction i think i hated everyone except steve zahn but once i got passed the infinite fog of the cringe i was able to see that this was actually a solid societal satire and some characters actually had good development arcs white lotus had good intentions of depicting people in an insufferable fashion where they either become worse or go through some journey only to realize that its much easier to remain who they are sadly despite the terrific acting from the cast the narrative felt all over the place due to lack of focus the challenge with this series is actually getting through that fog in order to be able to see the satirical narratives i think the brilliance of the show is that the biggest preachers of righteousness end up being the villains or idiots admittedly despite feeling hateful and uncomfortable i couldnt stop watching because of the neat pacing and high production value watch a couple of episodes and if you are blessed with patience then you might have a good time p s separate mention for the brilliant soundtrack which i now listen to every other day moviesshmovies on instagram for movie and tv shows
4,id seen the hype in the headlines about this show im the type to wait for the physical media release yes im old so i avoided spoilers and awaited the k release and was not disappointed as a film generated from a video game expectations are usually low but the headlines said otherwise even the special features on the discs show the shot by shot staging of scenes from the game they brought this game that i didnt play to the screen in full glory nothing was left to be desired and the chemistry between bella ramsey and pedro pascal is nothing short of legendary when the first season ended i immediately missed them cant wait to see more and the cinematography and special effects are spot on
4,so i gave the stars because i really loved the first season of the show i wanted to give this an but the second season was just so painful to watch and ruined everything for me the first season has characters that we care for with a really great story every episode had me excited and i would be upset when it was done i always thought an hour was not enough and couldnt wait for the next episode to come out it truly was great tv season took a turn for the worst i found myself losing my patience with the slow paced episodes and it made me feel like i was watching the walking dead instead more focus on teen drama and how horrible humans are instead of the conflicts with zombies and surviving somehow logic went out the window for most of these characters of all people ellie should know better but they had to dumb her down in order to make their story progress in the direction they wanted it to most of the characters are one dimensional and didnt make me care for them the only one i was rooting for was jesse as he had a sense of responsibility and care for others unlike ellie who seems to forget about everyone else but herself and her quest for revenge we hardly saw any zombies except for the second episode introducing the more advanced zombies was absolutely pointless as we only get a total of minutes of them being on screen the weird cult seemed pointless as well although im sure theyll circle back to it in season bella ramsey as ellie was only good for portraying a kid in season but she isnt a good fit for season in a more mature role joel is the only character worth watching and it helps that we have a good actor like pedro pascal playing him ellie cannot carry the story alone and its a shame that joel was taken out so early on in season in conclusion season was so bad that i have no desire in watching season its all about dread and gives no point to anything any of the characters do i recommend only watching season and completely forget that they made a second season
4,one of the best shows of amazing cast script and direction jennifer coolidge is a goddess and steals every scene connie britton is excellent too this show is like an extended play carefully crafted with unsettling developments every character is so masterfully conceived well done to mike white for creating such a treat for the viewers
4,intense and dark funny and sad im going to hawaii
4,i love this season theme song that giving mysterious hidden and excitement feelings all characters on point and especially the thai songs hyped the scenes well i love it when i watch the show with earphones sounds wonderful plus motion picture and the hotel the view is perfect all first episode its make me feel excited and cant wait for the other one episode per week kinda too little for me now on top of that im surprised to witness lisa on her first acting debut shes absolutely incredible for the first ep and her costar as well the cast in this show is truly nailed it
4,i absolutely adore murray bartlett he is my favourite character of the show some story lines are a bit annoying but i like the deeper underlying conflicts which dont get resolved in this superficial world and the bubble of the bougie hotel one thing is clear money doesnt make you happy ans if you need to sell your soul for the money of the rich doesnt make you happy either i highly recommend this show when you like to watch atmospheric productions which make you uncomfortable while youre watching cant wait for the episode
4,it is terrible filled with awful people doing awful things and a sound track that out my teeth and nervous system on edge its supposed to be a clever satire about classcolor conflicts but its heavy handed and thoroughly unpleasant i watched three episodes and then bailed to find the internet spoilers so i know how it ends
4,where the first season was worth watching second season ruins it all the final episode was the worst in the whole seasons always been a huge fan of lee childs books about reacher but this tv serie has the same problem as the books since cowriting with andrew quality dropped as a big rock the acting wasnt the best part of season but it went from bad to worse but the greatest problem is the storyline and the transformation of reacher alan ritchson is more credible as reacher than tom cruise was in the movie though he is a bad actor and in season he turned into a no brain fighter on far to much steroids didnt recongnize the character anymore hope we will see a better season
4,amazon seems to be finally finding its grove most of the time wheel of time was pretty boring the leads of reacher are all great best show since patriot which was sadly cancelled please dont cancel this
4,read all the books so the film version was laughable this is really worth watching and a story from one of the best books acting is excellent cast are superb binge watched first episodes
4,i think the tittle pretty much sums it up but a summary of some of my reasons could be that it keeps piling up too many incongruences or lazy plot delivery or little originality too much resident evil too much or miscasts honestly ill keep watching for now just to see how deep can they dig a hole because honestly now i cant see an episose without pausing at least times to take a break because it gets painful an unnecessary amount of times as a side note for those who read reviews do you also skip reviews of how can you trust the judgement a person that gives a to a marvel movie for example
4,i continued watching beyond my wife giving up minutes in and boy am i glad that i did this is an excellent series blessed with leading actors who make us believe in their relationship and in the difficulties that they face you care about them and so you are gripped by their story but the series takes its time to give us many other characters every one of them is real even those whose role is to stand in the way of our heroes also the production standards are very high this is especially noticeable when blighted urban landscapes fill the screen now i am not a fan of zombie movies but that element of the story pales into insignificance amidst so much excellence
4,i know that the first episode of a series carries a heavy load but this one had zero entertainment zero intrique zero humor poor acting unappealing characters poor dialog no apparent plot development even the cinematography appears off weird pallette plus it looks like its shaping up into some sort of class warfare thing yawn
4,costner in maybe his best role since dances with wolves every scene no matter which character is the focus is demanding of your attention the cowboys are fantastic rip and all of the duttons could very well be the best written characters ive ever seen portrayed the cast as a whole really believes in what theyre doing the suspense is second to none and it keeps building without feeling drawn out sheridan and his writing team are flawless in their execution yellowstone is a show that has stayed with me way past the end credits something very rare these days highly recommend
4,very good action and fun movie liked the whole cast more in the future i hope movie kept my attention throughout no lagging please more seasons please
4,i love tom but he ruined the movies this tv series is perfect thank you please renew it for seasons yes this series is only in its infancy but it has so much potential great casting for reacher and the crew
4,if you are to watch any series in or or watch this one if season delivered in its tight pace dark humour and surprises season elevates this with nuanced characters making unexpected decisions that gradually leads us to a historic finale equal parts glee terror and heartbreak all at the same time the genius of this show is that it never confirms nor denies any character motivation or viewer speculation we will forever be discussing that scene between harper and daphne this ambiguity to characters and events makes the world of the white lotus rich and engaging every episode speaking of harper and daphne the storyline involving the two couples manages to tread all the well worn beats and deliver something entirely fresh a perfect marriage of top tier writing and performances actually every character in the series is brilliantly observed weaving around each other in a delightful manner white pushes the boundaries of every trope and stereotype to reach maximum entertainment yet never goes so far as to lose our empathy for and belief in these characters even f murray who arguably gets the least material to work with elevates these small moments to create a fully satisfying arc i was concerned at first that in moving from its claustrophobic island roots to a busier hotel resort on the much larger sicily coast the show would lose what made it great a needless concern because season is extraordinary tldr thank god jennifer coolidge agreed to reprise her role
4,the characters are very interesting the scenery is amazing the music is awesome there were def a few high stress situations that enveloped the viewer the hotel manager should get an emmy he carried the show lots of disfunction all over the place love the story ark of the yr old techporn addicted son well worth a watch and look forward to a new group of mainlanders
4,cringeworthy characters and awkward situations with biting dialog and observations in season were a spoton commentary on our present moment it was also refreshing that despite their shallow narcissism each character displayed a human side and weakness in the end which saved them from being only representations of their class gender and racial stereotypes mike white is obviously very familiar with the connecticuthamptons upper class and their verbiage overall season was original and very timely season on the other hand is shallow and boring it could have been told in episodes or be a flat tv movie instead of the many many many drawn out scenes where the characters just sit or stand around exchanging meaningless platitudes on top of that each scene has to cut to overlong transitions of sicily landscapes the sea paintings and sculptures all to foreboding music the characters are not interesting their conflicts revolve around sexual desires and preferences and the dialog is dull and predictable what happened mr white season one yay season two nay
4,now episodes into season and this far its a bore straight episodes of the characters doing the exact same thing its like watching groindhog day parker posey and her family repeatedly annoyed by the fathers iphones non stop ringing straight episodes carrie coon and her girlfriends talking about letting loose or talking behind each others backs straight episodes with no variations the only saving grace is walton goggins and his wife they dominate the screen with development but the rest is just the worse writing ai perhaps and the weird chemistry between patrick schwarzenegger and his brother and sister incest talk take a pass
4,a luxury resort where its always sunny for shady people the white lotus is a hilarious blend of satire and dark humor that exposes the anxieties neuroses and peculiars of its privileged characters a talented ensemble cast makes this series a character study like no other its a show where you might not want to invite the guests to dinner but watching them unravel is undeniably captivating the writing is sharp the visuals are stunning and the music perfectly sets the tone for a journey thats both funny and unsettling what makes the white lotus truly special is its ability to balance humor and cynicism without ever resorting to disdain for its characters instead it invites viewers to form their own judgments making for a viewing experience thats both thoughtprovoking and wildly entertaining if you enjoy satire that bites this is your paradise and nightmare bundled together
4,have loved this series at least the first two seasons exceptional storylines acting and cinematography unfortunately the third season completely lost the thread of what makes this series so good you really could watch the first two episodes to get background and the last episode or rather the last minutes and you would have the story not much else happened in the in between i hope season four is better just drags on with very little interesting stuff to watch the acting was good my only complaint were the storylines not holding attention i dont often read while a show is on but this one was easy to read through entire episodes
